rows,os,page,total,projects_curr_total_commitment,projects_curr_ibrd_commitment,projects_curr_ida_commitment,projects_id,projects_regionname,projects_countryname,projects_prodline,projects_lendinginstr,projects_lendinginstrtype,projects_supplementprojectflg,projects_projectstatusdisplay,projects_project_name,projects_board_approval_month,projects_totalamt,projects_borrower,projects_impagency,projects_countrycode,projects_countryshortname,projects_p2a_updated_date,projects_sector1_Name,projects_sector1_Percent,projects_theme1,projects_totalcommamt,projects_approvalfy,projects_source,projects_mjthemecode,projects_teamleadname,projects_boardapprovaldate,projects_url,projects_proj_and_ln_country,projects_mjtheme_namecode_name,projects_mjtheme_namecode_code,projects_country_namecode,projects_p2a_flag,projects_prodlinetext,projects_idacommamt,projects_ibrdcommamt,projects_lendprojectcost,projects_status,projects_productlinetype,projects_projectdocs,facets,projects_theme_list_name,projects_theme_list_code,projects_theme_list_seqno,projects_theme_list_percent,projects_theme_list_theme2_name,projects_theme_list_theme2_code,projects_theme_list_theme2_seqno,projects_theme_list_theme2_percent,projects_theme_list_theme2_theme3_name,projects_theme_list_theme2_theme3_code,projects_theme_list_theme2_theme3_seqno,projects_theme_list_theme2_theme3_percent,projects_closingdate,projects_ln_country_id,projects_ln_country_id_desc
100,0,1,22720,0,0,0,P507190,Latin America and Caribbean,['Barbados'],PE,Investment Project Financing,IN,nil,Active,BERRP,November,0,nil,nil,['BB'],Barbados,2024-11-25 00:00:00.0,,0,!$!0,0,2025,['IBRD'],9,"Naraya Carrasco,Alexander Agosti",2024-11-21T00:00:00Z,https://projects.worldbank.org/en/projects-operations/project-detail/P507190,['BB'],,9,nil,Y,IBRD/IDA,0,0,0,Active,L,[],nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil
100,0,1,22720,0,0,0,P506846,Latin America and Caribbean,['Argentine Republic'],PE,Investment Project Financing,IN,nil,Active,Support to the Sustainability and Equity of Public Transport Project,November,0,nil,nil,['AR'],Argentina,2024-11-21 00:00:00.0,,0,!$!0,0,2025,['IBRD'],11,"Javier Morales Sarriera,Veronica Ines Raffo",2024-11-19T00:00:00Z,https://projects.worldbank.org/en/projects-operations/project-detail/P506846,['AR'],,11,nil,Y,IBRD/IDA,0,0,0,Active,L,[],nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,12/30/2027 12:00:00 AM,nil,nil
100,0,1,22720,0,0,0,P504621,Eastern and Southern Africa,['Republic of the Sudan'],PE,Investment Project Financing,IN,nil,Active,Sudan Education,November,0,nil,nil,['SD'],Sudan,2024-11-20 00:00:00.0,,0,!$!0,0,2025,['IBRD'],8,"Mari Shojo,Ruth Karimi Charo",2024-11-19T00:00:00Z,https://projects.worldbank.org/en/projects-operations/project-detail/P504621,['SD'],,8,0!$!SD,Y,IBRD/IDA,0,0,0,Active,L,[],nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,12/31/2026 12:00:00 AM,nil,nil
100,0,1,22720,0,0,0,P506430,Latin America and Caribbean,['Argentine Republic'],PE,Investment Project Financing,IN,nil,Active,Supporting the Transition to a Sustainable Electricity Sector in Argentina,November,0,nil,nil,['AR'],Argentina,2024-11-21 00:00:00.0,,0,!$!0,0,2025,['IBRD'],8,Lucia Spinelli,2024-11-19T00:00:00Z,https://projects.worldbank.org/en/projects-operations/project-detail/P506430,['AR'],,8,nil,Y,IBRD/IDA,0,0,0,Active,L,[],nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,12/31/2028 12:00:00 AM,nil,nil
100,0,1,22720,326.63,0,326.63,P500565,Europe and Central Asia,['Republic of Kazakhstan'],PE,Investment Project Financing,IN,nil,Active,Transport Resilience and Connectivity Enhancement Project (Jezkazgan-Karagandy Section of TCITR (Middle Corridor)),November,"326,630,000",nil,nil,['KZ'],Kazakhstan,2024-11-18 00:00:00.0,,0,!$!0,"326,630,000",2025,['IBRD'],11,"Nijat Valiyev,Irina Li",2024-11-15T00:00:00Z,https://projects.worldbank.org/en/projects-operations/project-detail/P500565,['KZ'],,11,0!$!KZ,Y,IBRD/IDA,"326,630,000",0,"326,630,000",Active,L,[],nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil
100,0,1,22720,0,0,0,P505025,Western and Central Africa,['Republic of Mali'],PE,Investment Project Financing,IN,nil,Active,Mali Community Resilience and Inclusive Services Project - Malidenko,November,0,nil,nil,['ML'],Mali,2024-11-18 00:00:00.0,,0,!$!0,0,2025,['IBRD'],9,"Susan Wong,Manuel Emilio Figueredo Thomson",2024-11-14T00:00:00Z,https://projects.worldbank.org/en/projects-operations/project-detail/P505025,['ML'],,9,0!$!ML,Y,IBRD/IDA,0,0,0,Active,L,[],nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,11/30/2028 12:00:00 AM,nil,nil
100,0,1,22720,51.8,47,4.8,P178190,East Asia and Pacific,['Mongolia'],PE,Investment Project Financing,IN,N,Active,Third Energy Sector Project,November,"51,800,000",NPTG,Ministry of Energy,['MN'],Mongolia,2024-11-15 00:00:00.0,,0,!$!0,"51,800,000",2025,['IBRD'],11,"Yanqin Song,Hiroaki Yamada",2024-11-13T00:00:00Z,https://projects.worldbank.org/en/projects-operations/project-detail/P178190,['MN'],,11,38082500!$!MN,Y,IBRD/IDA,"4,800,000","47,000,000","120,000,000",Active,L,[],nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil
100,0,1,22720,750,750,0,P181127,East Asia and Pacific,['Republic of the Philippines'],PE,Development Policy Lending,AD,N,Active,Philippines Second Digital Transformation DPL,November,"750,000,000",Department of Finance (DOF),"Bureau of the Treasury (BTr), Bangko Sentral ng Pilipinas (BSP), Philippine Competition Commission, Department of Information And Communications Technology (DICT), Department of Budget and Management (DBM), Civil Aeronautics Board (CAB), Department of Trade and Industry (DTI), National Economic and Development Authority (NEDA), Intellectual Property Office of the Philippines (IPOPHL), Department of Labor and Employment (DOLE)",['PH'],Philippines,2024-11-15 00:00:00.0,,0,!$!0,"750,000,000",2025,['IBRD'],7,"Jaime Andres Uribe Frias,Davit Melikyan,Naoto Kanehira",2024-11-12T00:00:00Z,https://projects.worldbank.org/en/projects-operations/project-detail/P181127,['PH'],,7,0!$!PH,Y,IBRD/IDA,0,"750,000,000","750,000,000",Active,L,[],nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil
100,0,1,22720,750,0,750,P504773,Europe and Central Asia,['Ukraine'],PE,Program-for-Results Financing,PR,nil,Active,Supporting Reconstruction through Smart Fiscal Governance (SURGE),November,"750,000,000",nil,nil,['UA'],Ukraine,2024-11-11 00:00:00.0,,0,!$!0,"750,000,000",2025,['IBRD'],8,"Urska Zrinski,Iryna Shcherbyna,Oleksii Balabushko",2024-11-07T00:00:00Z,https://projects.worldbank.org/en/projects-operations/project-detail/P504773,['UA'],,8,0!$!UA,Y,IBRD/IDA,"750,000,000",0,"750,000,000",Active,L,[],nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,3/31/2027 12:00:00 AM,nil,nil
100,0,1,22720,100,100,0,P180429,Latin America and Caribbean,['Federative Republic of Brazil'],PE,Investment Project Financing,IN,N,Active,Bahia Sustainable Rural Development Project,November,"100,000,000",Government of the State of Bahia,CAR - Companhia de Desenvolvimento e Acao Regional,['BR'],Brazil,2024-11-11 00:00:00.0,,0,!$!0,"100,000,000",2025,['IBRD'],10,"Eirivelthon Santos Lima,Carlos Bellas Lamas,Luis Alfonso Alvestegui Justiniano",2024-11-07T00:00:00Z,https://projects.worldbank.org/en/projects-operations/project-detail/P180429,['BR'],,10,150000000!$!BR,Y,IBRD/IDA,0,"100,000,000","150,000,000",Active,L,[],nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,10/30/2030 12:00:00 AM,nil,nil
100,0,1,22720,0,0,0,P506476,Europe and Central Asia,['Ukraine'],PE,Investment Project Financing,IN,nil,Active,Strengthening Government Capacity for Fiscal Reform Implementation,November,0,nil,nil,['UA'],Ukraine,2024-11-06 00:00:00.0,,0,!$!0,0,2025,['IBRD'],4,"Mariia Nikitova,Iryna Shcherbyna,Oleksii Balabushko,Urska Zrinski",2024-11-05T00:00:00Z,https://projects.worldbank.org/en/projects-operations/project-detail/P506476,['UA'],,4,nil,Y,IBRD/IDA,0,0,0,Active,L,[],nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,12/31/2028 12:00:00 AM,nil,nil
100,0,1,22720,200,200,0,P178254,South Asia,['Republic of India'],PE,Investment Project Financing,IN,N,Active,Kerala Climate Resilient Agri- Value Chain Modernization (KERA) Project,October,"200,000,000",nil,Ishita Roy,['IN'],India,2024-11-04 00:00:00.0,,0,!$!0,"200,000,000",2025,['IBRD'],5,"Christopher Paul Jackson,Amadou Dem,Azeb Fissha Mekonnen",2024-10-31T00:00:00Z,https://projects.worldbank.org/en/projects-operations/project-detail/P178254,['IN'],,5,285000000!$!IN,Y,IBRD/IDA,0,"200,000,000","285,000,000",Active,L,[],nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,11/30/2029 12:00:00 AM,nil,nil
100,0,1,22720,150,0,150,P181457,Western and Central Africa,['Republic of Benin'],PE,Development Policy Lending,AD,N,Active,Benin Second Boosting Inclusive Growth and Resilience DPF and PBG,October,"150,000,000",Ministry of Economy and Finance,Customs Service,['BJ'],Benin,2024-11-04 00:00:00.0,,0,!$!0,"150,000,000",2025,['IBRD'],5,"Felix Oppong,Van Anh Vu Hong,Vincent Francois Jean Launay",2024-10-31T00:00:00Z,https://projects.worldbank.org/en/projects-operations/project-detail/P181457,['BJ'],,5,0!$!BJ,Y,IBRD/IDA,"150,000,000",0,"150,000,000",Active,L,[],nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,12/31/2025 12:00:00 AM,nil,nil
100,0,1,22720,150,0,150,P181746,Western and Central Africa,['Republic of Benin'],GU,Development Policy Lending,AD,N,Active,Benin Boosting Inclusive Growth and Resilience DPF2 FY25 Guarantee,October,"221,500,000",nil,nil,['BJ'],Benin,2024-11-12 00:00:00.0,,0,!$!0,"221,500,000",2025,['IBRD'],4,Felix Oppong,2024-10-31T00:00:00Z,https://projects.worldbank.org/en/projects-operations/project-detail/P181746,['BJ'],,4,0!$!BJ,Y,Guarantees,"221,500,000",0,nil,Active,L,[],nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,12/13/2039 12:00:00 AM,nil,nil
100,0,1,22720,3429.89,1900,1529.89,P505616,Europe and Central Asia,['Ukraine'],PE,Program-for-Results Financing,PR,nil,Active,"Resilient, Inclusive and Sustainable Enterprise Program for Results",October,"3,429,890,000",nil,nil,['UA'],Ukraine,2024-11-04 00:00:00.0,,0,!$!0,"3,429,890,000",2025,['IBRD'],2,"Alberto Criscuolo,Johanna Jaeger",2024-10-31T00:00:00Z,https://projects.worldbank.org/en/projects-operations/project-detail/P505616,['UA'],,2,0!$!UA,Y,IBRD/IDA,"1,529,890,000","1,900,000,000","3,429,890,000",Active,L,[],nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,10/31/2027 12:00:00 AM,nil,nil
100,0,1,22720,30,0,30,P180965,East Asia and Pacific,['Kingdom of Tonga'],PE,Investment Project Financing,IN,N,Active,Health Enhancement and Resiliency in Tonga Project,October,"30,000,000",nil,nil,['TO'],Tonga,2024-11-01 00:00:00.0,,0,!$!0,"30,000,000",2025,['IBRD'],10,Kari L. Hurt,2024-10-30T00:00:00Z,https://projects.worldbank.org/en/projects-operations/project-detail/P180965,['TO'],,10,23000000!$!TO,Y,IBRD/IDA,"30,000,000",0,"23,000,000",Active,L,[],nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,6/28/2030 12:00:00 AM,nil,nil
100,0,1,22720,20.05,0,20.05,P180807,East Asia and Pacific,['Samoa'],PE,Investment Project Financing,IN,N,Active,Digitally Connected and Resilient Samoa Project,October,"20,050,000",nil,nil,['WS'],Samoa,2024-10-20 00:00:00.0,,0,!$!0,"20,050,000",2025,['IBRD'],10,"Shivnesh Roynendra Prasad,Ji Eun Choi",2024-10-18T00:00:00Z,https://projects.worldbank.org/en/projects-operations/project-detail/P180807,['WS'],,10,20050000!$!WS,Y,IBRD/IDA,"20,050,000",0,"35,000,000",Active,L,[],nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,10/30/2029 12:00:00 AM,nil,nil
100,0,1,22720,21,0,21,P181456,East Asia and Pacific,['Samoa'],PE,Investment Project Financing,IN,N,Active,Samoa Finance Sector Resilience and Development Project,October,"21,000,000",nil,nil,['WS'],Samoa,2024-10-20 00:00:00.0,,0,!$!0,"21,000,000",2025,['IBRD'],11,"Rekha Reddy,Christopher David Miller,Ji Eun Choi",2024-10-18T00:00:00Z,https://projects.worldbank.org/en/projects-operations/project-detail/P181456,['WS'],,11,17000000!$!WS,Y,IBRD/IDA,"21,000,000",0,"17,000,000",Active,L,[],nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,12/17/2029 12:00:00 AM,nil,nil
100,0,1,22720,40,0,40,P181584,Latin America and Caribbean,['Republic of Haiti'],PE,Investment Project Financing,IN,Y,Active,Additional Financing: Haiti Renewable Energy For All,October,"40,000,000",Ministry of Finance,"MTPTC Energy Cell, Ministry of Public Works, Transportation and Communication",['HT'],Haiti,2024-10-20 00:00:00.0,,0,!$!0,"40,000,000",2025,['IBRD'],8,Alassane Agalassou,2024-10-18T00:00:00Z,https://projects.worldbank.org/en/projects-operations/project-detail/P181584,['HT'],,8,20000000!$!HT,Y,IBRD/IDA,"40,000,000",0,"20,000,000",Active,L,[],nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,['HT'],['Haiti']
100,0,1,22720,95,95,0,P181624,Europe and Central Asia,['Republic of Turkiye'],PE,Investment Project Financing,IN,Y,Active,Additional Financing: Türkiye Irrigation Modernization Project,October,"95,000,000",Republic of Turkey,Devlet Su Isleri (DSI),['TR'],Turkiye,2024-10-20 00:00:00.0,,0,!$!0,"95,000,000",2025,['IBRD'],10,"Regassa Ensermu Namara,Ahmed Shawky Mohamed Abdelghany,Canan Yildiz Uz",2024-10-17T00:00:00Z,https://projects.worldbank.org/en/projects-operations/project-detail/P181624,['TR'],,10,95000000!$!TR,Y,IBRD/IDA,0,"95,000,000","95,000,000",Active,L,[],nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,['TR'],['Turkey']
100,0,1,22720,0,0,0,P507316,Latin America and Caribbean,['St. Vincent and the Grenadines'],PE,Investment Project Financing,IN,nil,Active,Saint Vincent and the Grenadines: Beryl Emergency Resilient Recovery Project,October,0,nil,nil,['VC'],St. Vincent and the Grenadines,2024-10-20 00:00:00.0,,0,!$!0,0,2025,['IBRD'],8,"Jared Phillip Mercadante,Elad Shenfeld",2024-10-17T00:00:00Z,https://projects.worldbank.org/en/projects-operations/project-detail/P507316,['VC'],,8,nil,Y,IBRD/IDA,0,0,0,Active,L,[],nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,10/30/2031 12:00:00 AM,nil,nil
100,0,1,22720,540,150,390,P501648,Eastern and Southern Africa,['Republic of Kenya'],PE,Program-for-Results Financing,PR,nil,Active,Kenya Secondary Education Equity and Quality Improvement Program,October,"540,000,000",nil,nil,['KE'],Kenya,2024-10-20 00:00:00.0,,0,!$!0,"540,000,000",2025,['IBRD'],7,Ruth Karimi Charo,2024-10-17T00:00:00Z,https://projects.worldbank.org/en/projects-operations/project-detail/P501648,['KE'],,7,0!$!KE,Y,IBRD/IDA,"390,000,000","150,000,000","540,000,000",Active,L,[],nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,12/31/2029 12:00:00 AM,nil,nil
100,0,1,22720,20.2,0,20.2,P181295,East Asia and Pacific,['Solomon Islands'],PE,Investment Project Financing,IN,N,Active,Community Access and Urban Services Enhancement Project II,October,"20,200,000",nil,nil,['SB'],Solomon Islands,2024-10-17 00:00:00.0,,0,!$!0,"20,200,000",2025,['IBRD'],7,"Sonya Woo,Andre A. Bald,Ifeta Smajic",2024-10-15T00:00:00Z,https://projects.worldbank.org/en/projects-operations/project-detail/P181295,['SB'],,7,15000000!$!SB,Y,IBRD/IDA,"20,200,000",0,"15,000,000",Active,L,[],nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,9/30/2030 12:00:00 AM,nil,nil
100,0,1,22720,56,0,56,P178237,East Asia and Pacific,['Federated States of Micronesia'],PE,Investment Project Financing,IN,N,Active,Pacific Islands Regional Oceanscape Program - Second Phase for Economic Resilience: Federated States of Micronesia (FSM PROPER),October,"56,000,000",Department of Finance and Administration,"National Oceanic Resource Management Authority, Department of Resource & Development",['FM'],"Micronesia, Federated States of",2024-10-17 00:00:00.0,,0,!$!0,"56,000,000",2025,['IBRD'],10,"Iretomiwa Olatunji,Aimee Terese Hall,Xavier F. P. Vincent",2024-10-15T00:00:00Z,https://projects.worldbank.org/en/projects-operations/project-detail/P178237,['FM'],,10,30000000!$!FM,Y,IBRD/IDA,"56,000,000",0,"30,000,000",Active,L,[],nil,Environment and Natural Resource Management,80,1,0,Renewable Natural Resources Asset Management,83,2,0,Coastal Zone Management,836,3,0,9/30/2030 12:00:00 AM,nil,nil
100,0,1,22720,150,150,0,P178842,Latin America and Caribbean,['Republic of Peru'],PE,Investment Project Financing,IN,N,Active,Improving Lima Traffic Management and Supporting Sustainable Transport Project,October,"150,000,000",MEF,ProTransito (Metropolitan Municipality of Lima),['PE'],Peru,2024-10-17 00:00:00.0,,0,!$!0,"150,000,000",2025,['IBRD'],11,"Felipe Targa Rodriguez,Aiga Stokenberga",2024-10-15T00:00:00Z,https://projects.worldbank.org/en/projects-operations/project-detail/P178842,['PE'],,11,150000000!$!PE,Y,IBRD/IDA,0,"150,000,000","169,200,000",Active,L,[],nil,Environment and Natural Resource Management,80,1,0,Environmental Health and Pollution Management,82,2,0,Air quality management,821,3,0,10/30/2029 12:00:00 AM,nil,nil
100,0,1,22720,287.24,287.24,0,P176317,East Asia and Pacific,['Republic of the Philippines'],PE,Investment Project Financing,IN,N,Active,Philippines Digital Infrastructure Project,October,"287,240,000",Department of Finance,Department of ICT,['PH'],Philippines,2024-10-14 00:00:00.0,,0,!$!0,"287,240,000",2025,['IBRD'],8,"Benqing Jennifer Gui,Bertram Boie,Naoto Kanehira",2024-10-10T00:00:00Z,https://projects.worldbank.org/en/projects-operations/project-detail/P176317,['PH'],,8,300000000!$!PH,Y,IBRD/IDA,0,"287,240,000","100,000,000",Active,L,[],nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,12/31/2028 12:00:00 AM,nil,nil
100,0,1,22720,150,0,150,P181344,South Asia,['Nepal'],PE,Development Policy Lending,AD,N,Active,Nepal Disaster Resilience Development Policy Credit with Cat DDO (NDRC),October,"150,000,000",nil,nil,['NP'],Nepal,2024-10-10 00:00:00.0,,0,!$!0,"150,000,000",2025,['IBRD'],11,"Iguniwari Thomas Ekeu-Wei,Mamata Ghimire",2024-10-08T00:00:00Z,https://projects.worldbank.org/en/projects-operations/project-detail/P181344,['NP'],,11,0!$!NP,Y,IBRD/IDA,"150,000,000",0,"150,000,000",Active,L,[],nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,11/30/2027 12:00:00 AM,nil,nil
100,0,1,22720,86.6,86.6,0,P178646,Europe and Central Asia,['Montenegro'],PE,Development Policy Lending,AD,N,Active,Montenegro First Resilient Fiscal and Sustainable Development DPF,October,"86,600,000",Ministry of Finance,Ministry of Finance,['ME'],Montenegro,2024-10-07 00:00:00.0,,0,!$!0,"86,600,000",2025,['IBRD'],3,"Christos Kostopoulos,Maja Murisic,Milan Lakicevic",2024-10-04T00:00:00Z,https://projects.worldbank.org/en/projects-operations/project-detail/P178646,['ME'],,3,0!$!ME,Y,IBRD/IDA,0,"86,600,000","86,600,000",Active,L,[],nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,3/31/2026 12:00:00 AM,nil,nil
100,0,1,22720,300,300,0,P501037,Europe and Central Asia,['Republic of Uzbekistan'],PE,Development Policy Lending,AD,nil,Active,Second Inclusive and Resilient Market Economy Development Policy Operation,October,"300,000,000",nil,nil,['UZ'],Uzbekistan,2024-10-07 00:00:00.0,,0,!$!0,"300,000,000",2025,['IBRD'],3,"Pinar Yasar,Wei-Jen Leow",2024-10-03T00:00:00Z,https://projects.worldbank.org/en/projects-operations/project-detail/P501037,['UZ'],,3,0!$!UZ,Y,IBRD/IDA,0,"300,000,000","300,000,000",Active,L,[],nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,12/31/2026 12:00:00 AM,nil,nil
100,0,1,22720,250,250,0,P180501,Middle East and North Africa,['Lebanese Republic'],PE,Investment Project Financing,IN,N,Active,Lebanon Renewable Energy and System Reinforcement Project,October,"250,000,000",Lebanese Republic,"Electricit� du Liban (EDL), Ministry of Energy and Water",['LB'],Lebanon,2024-10-03 00:00:00.0,,0,!$!0,"250,000,000",2025,['IBRD'],3,"Alexis Lucien Emmanuel Madelain,Mohamed Zakaria Kamh,Yanchao Li",2024-10-01T00:00:00Z,https://projects.worldbank.org/en/projects-operations/project-detail/P180501,['LB'],,3,150000000!$!LB,Y,IBRD/IDA,0,"250,000,000","250,000,000",Active,L,[],nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,12/31/2030 12:00:00 AM,nil,nil
100,0,1,22720,653,653,0,P180860,East Asia and Pacific,['Republic of Indonesia'],PE,Investment Project Financing,IN,N,Active,Integrated Land Administration and Spatial Planning Project,September,"653,000,000",Republic of Indonesia,Ministry of Agrarian Affairs and Spatial Planning / National Land Agency (ATR/BPN),['ID'],Indonesia,2024-10-02 00:00:00.0,,0,!$!0,"653,000,000",2025,['IBRD'],11,"Willem Egbert Van Der Muur,Dong Kyu Kwak",2024-09-30T00:00:00Z,https://projects.worldbank.org/en/projects-operations/project-detail/P180860,['ID'],,11,600000000!$!ID,Y,IBRD/IDA,0,"653,000,000","653,000,000",Active,L,[],nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,11/30/2029 12:00:00 AM,nil,nil
100,0,1,22720,500,500,0,P179513,Eastern and Southern Africa,['Republic of Angola'],PE,Development Policy Lending,AD,N,Active,"Second Green, Resilient, Inclusive Growth and Diversification Development Policy Loan",September,"500,000,000",Republic of Angola,Ministry of Finance of Angola,['AO'],Angola,2024-10-02 00:00:00.0,,0,!$!0,"500,000,000",2025,['IBRD'],11,"Nelson Tisso Miezi Eduardo,Benedicte Helene Cecile Baduel,Harun Onder",2024-09-30T00:00:00Z,https://projects.worldbank.org/en/projects-operations/project-detail/P179513,['AO'],,11,0!$!AO,Y,IBRD/IDA,0,"500,000,000","500,000,000",Active,L,[],nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,12/31/2026 12:00:00 AM,nil,nil
100,0,1,22720,56,0,56,P179284,East Asia and Pacific,"[""Lao People's Democratic Republic""]",PE,Investment Project Financing,IN,N,Active,Lao PDR Climate Resilient Road Connectivity Improvement Project,September,"56,000,000",Ministry of Finance,Ministry of Public Works and Transport,['LA'],Lao People's Democratic Republic,2024-10-02 00:00:00.0,,0,!$!0,"56,000,000",2025,['IBRD'],4,"Pratap Tvgssshrk,Sombath Southivong",2024-09-30T00:00:00Z,https://projects.worldbank.org/en/projects-operations/project-detail/P179284,['LA'],,4,35000000!$!LA,Y,IBRD/IDA,"56,000,000",0,"34,000,000",Active,L,[],nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,8/30/2030 12:00:00 AM,nil,nil
100,0,1,22720,0,0,0,P503941,Eastern and Southern Africa,['Republic of Zambia'],PE,Investment Project Financing,IN,nil,Active,Zambia Refugee and Host Communities Project - ZRHCP,September,0,nil,nil,['ZM'],Zambia,2024-09-29 00:00:00.0,,0,!$!0,0,2025,['IBRD'],11,"Njavwa Namposya Chilufya,Tanya Lynn D'Lima",2024-09-26T00:00:00Z,https://projects.worldbank.org/en/projects-operations/project-detail/P503941,['ZM'],,11,0!$!ZM,Y,IBRD/IDA,0,0,0,Active,L,[],nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,nil,10/31/2028 12:00:00 AM,nil,nil
